7/9/2021 9:28   59,9
7/9/2021 9:29   47,9
7/9/2021 9:30   45,5
7/9/2021 9:31   58,6
7/9/2021 9:32   57
7/9/2021 9:33   69,6
7/9/2021 9:34   60,7
7/9/2021 9:35   52,9
7/9/2021 9:36   68,7
7/9/2021 9:37   51,2
7/9/2021 9:38   40,1
7/9/2021 9:39   46,2
7/9/2021 9:40   43,6
7/9/2021 9:41   57,8
7/9/2021 9:42   44,8
7/9/2021 9:43   43,2
7/9/2021 9:44   53,8
7/9/2021 9:45   63,6
7/9/2021 9:46   60,9
7/9/2021 9:47   40,7
7/9/2021 9:48   48
7/9/2021 9:49   44,5
7/9/2021 9:50   60,9
7/9/2021 9:51   49,4
7/9/2021 9:52   45,1
7/9/2021 9:53   53,5
7/9/2021 9:54   55,3
7/9/2021 9:55   43,1
7/9/2021 9:56   53,1
7/9/2021 9:57   55,1
7/9/2021 9:58   48
7/9/2021 9:59   40,1
7/9/2021 10:00  51,9
7/9/2021 10:01  43,2
7/9/2021 10:02  43,3
7/9/2021 10:03  58,4
7/9/2021 10:04  46,9
7/9/2021 10:05  60,7
7/9/2021 10:06  63
7/9/2021 10:07  45,3
7/9/2021 10:08  61,6
7/9/2021 10:09  48,3
7/9/2021 10:10  63
7/9/2021 10:11  50,1
7/9/2021 10:12  59,9
7/9/2021 10:13  45,6
7/9/2021 10:14  52,7
7/9/2021 10:15  49,7
7/9/2021 10:16  46,4
7/9/2021 10:17  62,8
7/9/2021 10:18  45,8
7/9/2021 10:19  46,9
7/9/2021 10:20  54,2
7/9/2021 10:21  45,5
7/9/2021 10:22  48,8
7/9/2021 10:23  57,9
7/9/2021 10:24  65,6
7/9/2021 10:25  67,6
7/9/2021 10:26  63,8
7/9/2021 10:27  52,8
7/9/2021 10:28  50,8
7/9/2021 10:29  40,3
7/9/2021 10:30  59,4
7/9/2021 10:31  62,7
7/9/2021 10:32  55
7/9/2021 10:33  42,6
7/9/2021 10:34  40,3
7/9/2021 10:35  43,5
7/9/2021 10:36  68,4
7/9/2021 10:37  62,9
7/9/2021 10:38  64,5
7/9/2021 10:39  55,7
7/9/2021 10:40  69,2
7/9/2021 10:41  58,5
7/9/2021 10:42  43,8
7/9/2021 10:43  41,3
7/9/2021 10:44  49,4
7/9/2021 10:45  69,9
7/9/2021 10:46  40,6
7/9/2021 10:47  48,8
7/9/2021 10:48  68,3
7/9/2021 10:49  69,6
7/9/2021 10:50  59,9
7/9/2021 10:51  49,6
7/9/2021 10:52  49
7/9/2021 10:53  57,7
7/9/2021 10:54  52,5
7/9/2021 10:55  67,9
7/9/2021 10:56  67,1
7/9/2021 10:57  69,1
7/9/2021 10:58  49,7
7/9/2021 10:59  53,5
7/9/2021 11:00  55,6
7/9/2021 11:01  50,5
7/9/2021 11:02  61,4
7/9/2021 11:03  57,5
7/9/2021 11:04  61,3
7/9/2021 11:05  64,3
7/9/2021 11:06  55,9
7/9/2021 11:07  60,2
7/9/2021 11:08  57
7/9/2021 11:09  58,1
7/9/2021 11:10  110,4
7/9/2021 11:11  58,8
7/9/2021 11:12  66,3
7/9/2021 11:13  44,3
7/9/2021 11:14  44,5
7/9/2021 11:15  61,6
7/9/2021 11:16  47
7/9/2021 11:17  45
7/9/2021 11:18  59,1
7/9/2021 11:19  236
7/9/2021 11:20  42,3
7/9/2021 11:21  52,2
7/9/2021 11:22  51,2
7/9/2021 11:23  203,8
7/9/2021 11:24  64,1
7/9/2021 11:25  60
7/9/2021 11:26  53
7/9/2021 11:27  56,1
7/9/2021 11:28  65,3
7/9/2021 11:29  48,2
7/9/2021 11:30  66,7
7/9/2021 11:31  62,1
7/9/2021 11:32  56,6
7/9/2021 11:33  66,6
7/9/2021 11:34  54,3
7/9/2021 11:35  63,4
7/9/2021 11:36  59,3
7/9/2021 11:37  69,7
7/9/2021 11:38  61,7
7/9/2021 11:39  64,6
7/9/2021 11:40  47,4
7/9/2021 11:41  68,9
7/9/2021 11:42  64
7/9/2021 11:43  58,7
7/9/2021 11:44  66,5
7/9/2021 11:45  60
7/9/2021 11:46  42,4
7/9/2021 11:47  49,4
7/9/2021 11:48  58,3
7/9/2021 11:49  57,1
7/9/2021 11:50  50,9
7/9/2021 11:51  60,1
7/9/2021 11:52  58,9
7/9/2021 11:53  47,1
