7/9/2021 7:47   67,1
7/9/2021 7:48   69,4
7/9/2021 7:49   40,5
7/9/2021 7:50   68,3
7/9/2021 7:51   62,8
7/9/2021 7:52   55,1
7/9/2021 7:53   63,4
7/9/2021 7:54   48,9
7/9/2021 7:55   55
7/9/2021 7:56   57,8
7/9/2021 7:57   46,1
7/9/2021 7:58   64,4
7/9/2021 7:59   44,9
7/9/2021 8:00   44,1
7/9/2021 8:01   64,9
7/9/2021 8:02   40,1
7/9/2021 8:03   54,7
7/9/2021 8:04   57,8
7/9/2021 8:05   54,1
7/9/2021 8:06   44,1
7/9/2021 8:07   65,4
7/9/2021 8:08   60,6
7/9/2021 8:09   49,5
7/9/2021 8:10   67,2
7/9/2021 8:11   48,8
7/9/2021 8:12   53,3
7/9/2021 8:13   59,6
7/9/2021 8:14   40,4
7/9/2021 8:15   42,3
7/9/2021 8:16   61,2
7/9/2021 8:17   68
7/9/2021 8:18   112,1
7/9/2021 8:19   52,5
7/9/2021 8:20   40,1
7/9/2021 8:21   64,7
7/9/2021 8:22   48,4
7/9/2021 8:23   57,6
7/9/2021 8:24   266,8
7/9/2021 8:25   55,2
7/9/2021 8:26   51,9
7/9/2021 8:27   58
7/9/2021 8:28   40,4
7/9/2021 8:29   53
7/9/2021 8:30   64,4
7/9/2021 8:31   57,4
7/9/2021 8:32   67,5
7/9/2021 8:33   43,2
7/9/2021 8:34   47,3
7/9/2021 8:35   41,9
7/9/2021 8:36   41,8
7/9/2021 8:37   58,6
7/9/2021 8:38   50,1
7/9/2021 8:39   51,9
7/9/2021 8:40   67,9
7/9/2021 8:41   53,2
7/9/2021 8:42   46,7
7/9/2021 8:43   52
7/9/2021 8:44   63,5
7/9/2021 8:45   51,7
7/9/2021 8:46   67
7/9/2021 8:47   46,8
7/9/2021 8:48   65
7/9/2021 8:49   46,6
7/9/2021 8:50   64,8
7/9/2021 8:51   58,5
7/9/2021 8:52   48,2
7/9/2021 8:53   46,3
7/9/2021 8:54   41,6
7/9/2021 8:55   56,9
7/9/2021 8:56   60,9
7/9/2021 8:57   58,5
7/9/2021 8:58   62,5
7/9/2021 8:59   57,4
7/9/2021 9:00   59,8
7/9/2021 9:01   49,1
7/9/2021 9:02   51,3
7/9/2021 9:03   57
7/9/2021 9:04   64,5
7/9/2021 9:05   56,2
7/9/2021 9:06   56,3
7/9/2021 9:07   52,8
7/9/2021 9:08   64,5
7/9/2021 9:09   58,7
7/9/2021 9:10   46,4
7/9/2021 9:11   45,9
7/9/2021 9:12   41,5
7/9/2021 9:13   61,6
7/9/2021 9:14   55,3
7/9/2021 9:15   57
7/9/2021 9:16   55
7/9/2021 9:17   55
7/9/2021 9:18   45,7
7/9/2021 9:19   51,5
7/9/2021 9:20   61,3
7/9/2021 9:21   44,7
7/9/2021 9:22   54,9
7/9/2021 9:23   44,9
7/9/2021 9:24   42,7
7/9/2021 9:25   40,2
7/9/2021 9:26   66,4
7/9/2021 9:27   46,7
7/9/2021 9:28   46,1
7/9/2021 9:29   61
7/9/2021 9:30   44,9
7/9/2021 9:31   50,7
7/9/2021 9:32   50,7
7/9/2021 9:33   63,6
7/9/2021 9:34   56,5
7/9/2021 9:35   54,5
7/9/2021 9:36   41,7
7/9/2021 9:37   41,9
7/9/2021 9:38   64
7/9/2021 9:39   50,7
7/9/2021 9:40   43,9
7/9/2021 9:41   58,7
7/9/2021 9:42   44,8
7/9/2021 9:43   69,8
7/9/2021 9:44   46,4
7/9/2021 9:45   50,4
7/9/2021 9:46   49,6
7/9/2021 9:47   56,1
7/9/2021 9:48   48,7
7/9/2021 9:49   43,5
7/9/2021 9:50   68,8
7/9/2021 9:51   59,3
7/9/2021 9:52   43,6
7/9/2021 9:53   40,9
7/9/2021 9:54   66,1
7/9/2021 9:55   65,9
7/9/2021 9:56   41,5
7/9/2021 9:57   57,8
7/9/2021 9:58   54,3
7/9/2021 9:59   68,3
7/9/2021 10:00  50,2
7/9/2021 10:01  47,5
7/9/2021 10:02  50,5
7/9/2021 10:03  58
7/9/2021 10:04  56,3
7/9/2021 10:05  57,9
7/9/2021 10:06  47,9
7/9/2021 10:07  62,3
7/9/2021 10:08  55,2
7/9/2021 10:09  67,1
7/9/2021 10:10  43,6
7/9/2021 10:11  58,7
7/9/2021 10:12  50,9
7/9/2021 10:13  63,5
7/9/2021 10:14  61,2
7/9/2021 10:15  46,3
7/9/2021 10:16  46,9
7/9/2021 10:17  58,9
7/9/2021 10:18  65,3
7/9/2021 10:19  62,3
7/9/2021 10:20  49,6
7/9/2021 10:21  44,3
7/9/2021 10:22  50,9
7/9/2021 10:23  51,6
7/9/2021 10:24  62
7/9/2021 10:25  60,1
7/9/2021 10:26  55,6
7/9/2021 10:27  52,8
7/9/2021 10:28  50,2
7/9/2021 10:29  55
7/9/2021 10:30  47,6
7/9/2021 10:31  42,3
7/9/2021 10:32  52,2
7/9/2021 10:33  60,6
7/9/2021 10:34  61,1
7/9/2021 10:35  52,8
7/9/2021 10:36  43,4
7/9/2021 10:37  57,9
7/9/2021 10:38  65,6
7/9/2021 10:39  52,1
7/9/2021 10:40  60,5
7/9/2021 10:41  44,3
7/9/2021 10:42  44,5
7/9/2021 10:43  42,7
7/9/2021 10:44  51,6
7/9/2021 10:45  54,7
7/9/2021 10:46  43,9
7/9/2021 10:47  68,7
7/9/2021 10:48  46
7/9/2021 10:49  55,7
7/9/2021 10:50  47,5
7/9/2021 10:51  46,7
7/9/2021 10:52  41,9
7/9/2021 10:53  41
7/9/2021 10:54  48,8
7/9/2021 10:55  60,3
7/9/2021 10:56  59,9
7/9/2021 10:57  44,1
7/9/2021 10:58  42,1
7/9/2021 10:59  51,4
7/9/2021 11:00  56
7/9/2021 11:01  68,7
7/9/2021 11:02  46,5
7/9/2021 11:03  62,9
7/9/2021 11:04  43,9
7/9/2021 11:05  42,4
7/9/2021 11:06  44,9
7/9/2021 11:07  60,6
7/9/2021 11:08  69,3
7/9/2021 11:09  56,4
7/9/2021 11:10  50,5
7/9/2021 11:11  54,9
7/9/2021 11:12  46
7/9/2021 11:13  59,5
7/9/2021 11:14  65,3
7/9/2021 11:15  50,1
7/9/2021 11:16  61,5
7/9/2021 11:17  43,1
7/9/2021 11:18  64,9
7/9/2021 11:19  49,9
7/9/2021 11:20  46,3
7/9/2021 11:21  69,9
7/9/2021 11:22  49,2
7/9/2021 11:23  56,2
7/9/2021 11:24  60,9
7/9/2021 11:25  46,5
7/9/2021 11:26  58
7/9/2021 11:27  43
7/9/2021 11:28  64,9
7/9/2021 11:29  45
7/9/2021 11:30  59,8
7/9/2021 11:31  46
7/9/2021 11:32  51,3
7/9/2021 11:33  52,4
7/9/2021 11:34  46,1
7/9/2021 11:35  42,2
7/9/2021 11:36  57
7/9/2021 11:37  61,9
7/9/2021 11:38  68,5
7/9/2021 11:39  46,4
7/9/2021 11:40  56,1
7/9/2021 11:41  48,4
7/9/2021 11:42  54,1
7/9/2021 11:43  41,7
7/9/2021 11:44  43,3
7/9/2021 11:45  49,7
7/9/2021 11:46  42,7
7/9/2021 11:47  44,1
7/9/2021 11:48  59
7/9/2021 11:49  41,4
7/9/2021 11:50  48,9
7/9/2021 11:51  53,2
7/9/2021 11:52  62,6
7/9/2021 11:53  64,5
